윈도우,단지,모델,RMSE,WAPE
BT@2025-06,강남구|개포동|래미안블레스티지|113.8,RandomWalk,34209.83045851007,0.07737801872843779
BT@2025-06,강남구|개포동|래미안블레스티지|113.8,SeasonalNaive,34209.83045851007,0.07737801872843779
BT@2025-06,강남구|개포동|래미안블레스티지|113.8,AR,29331.990292058304,0.0662014561939039
BT@2025-06,강남구|개포동|래미안블레스티지|113.96,RandomWalk,34209.83045851007,0.07737801872843779
BT@2025-06,강남구|개포동|래미안블레스티지|113.96,SeasonalNaive,34209.83045851007,0.07737801872843779
BT@2025-06,강남구|개포동|래미안블레스티지|113.96,AR,29050.20999847627,0.06554469543250539
BT@2025-06,강남구|개포동|래미안블레스티지|126.92,RandomWalk,13938.107236398393,0.030023094688222354
BT@2025-06,강남구|개포동|래미안블레스티지|126.92,SeasonalNaive,15893.52593563401,0.034642032332563834
BT@2025-06,강남구|개포동|래미안블레스티지|126.92,AR,9486.522115915892,0.020329480315292175
BT@2025-06,강남구|개포동|래미안블레스티지|126.97,RandomWalk,13938.107236398393,0.030023094688222354
BT@2025-06,강남구|개포동|래미안블레스티지|126.97,SeasonalNaive,15893.52593563401,0.034642032332563834
BT@2025-06,강남구|개포동|래미안블레스티지|126.97,AR,9486.522115915892,0.020329480315292175
BT@2025-06,강남구|개포동|래미안블레스티지|49.9,RandomWalk,19094.065395649268,0.06493506493506487
BT@2025-06,강남구|개포동|래미안블레스티지|49.9,SeasonalNaive,40062.19123645973,0.1708719851576996
BT@2025-06,강남구|개포동|래미안블레스티지|49.9,AR,17861.709323345356,0.06178537558426736
BT@2025-06,강남구|개포동|래미안블레스티지|59.83,RandomWalk,33611.75389651675,0.10604732690622312
BT@2025-06,강남구|개포동|래미안블레스티지|59.83,SeasonalNaive,52896.12462175279,0.18375693835816542
BT@2025-06,강남구|개포동|래미안블레스티지|59.83,AR,33348.93354144573,0.10521248688013198
BT@2025-06,강남구|개포동|래미안블레스티지|59.88,RandomWalk,33611.75389651675,0.10604732690622312
BT@2025-06,강남구|개포동|래미안블레스티지|59.88,SeasonalNaive,52896.12462175279,0.18375693835816542
BT@2025-06,강남구|개포동|래미안블레스티지|59.88,AR,33348.93354144573,0.10521248688013198
BT@2025-06,강남구|개포동|래미안블레스티지|59.89,RandomWalk,33611.75389651675,0.10604732690622312
BT@2025-06,강남구|개포동|래미안블레스티지|59.89,SeasonalNaive,52896.12462175279,0.18375693835816542
BT@2025-06,강남구|개포동|래미안블레스티지|59.89,AR,33348.93354144573,0.10521248688013198
BT@2025-06,강남구|개포동|래미안블레스티지|59.96,RandomWalk,33611.75389651675,0.10604732690622312
BT@2025-06,강남구|개포동|래미안블레스티지|59.96,SeasonalNaive,52896.12462175279,0.18375693835816542
BT@2025-06,강남구|개포동|래미안블레스티지|59.96,AR,33348.93354144573,0.10521248688013198
BT@2025-06,강남구|개포동|래미안블레스티지|84.79,RandomWalk,23728.060041506305,0.0643827525103364
BT@2025-06,강남구|개포동|래미안블레스티지|84.79,SeasonalNaive,35266.839949164685,0.0945067926757234
BT@2025-06,강남구|개포동|래미안블레스티지|84.79,AR,25715.20563745129,0.06985583499808941
BT@2025-06,강남구|개포동|래미안블레스티지|84.94,RandomWalk,20829.166249916645,0.05643627140139505
BT@2025-06,강남구|개포동|래미안블레스티지|84.94,SeasonalNaive,20829.166249916645,0.05643627140139505
BT@2025-06,강남구|개포동|래미안블레스티지|84.94,AR,21474.230510346544,0.05821225954439553
