윈도우,단지,모델,RMSE,WAPE
BT@2024-06,강남구|개포동|래미안블레스티지|99.99,BAR-X,12932.2211588329,0.0333120124781438
BT@2023-06,강남구|개포동|래미안블레스티지|99.99,RandomWalk,1.7462298274040222e-10,5.212626350459768e-16
BT@2023-06,강남구|개포동|래미안블레스티지|99.99,SeasonalNaive,10433.320021290901,0.026741293532338787
BT@2023-06,강남구|개포동|래미안블레스티지|99.99,AR,5656.482900471165,0.015193651197621928
BT@2023-06,강남구|개포동|래미안블레스티지|99.99,BAR,4471.575590865072,0.011951495917415187
BT@2023-06,강남구|개포동|래미안블레스티지|99.99,BAR-X,136.7916985640632,0.00034982254959825906
BT@2022-06,강남구|개포동|래미안블레스티지|99.99,RandomWalk,6414.501799308702,0.010296789824349388
BT@2022-06,강남구|개포동|래미안블레스티지|99.99,SeasonalNaive,15086.55582519311,0.036947304663840184
BT@2022-06,강남구|개포동|래미안블레스티지|99.99,AR,19004.1414903094,0.045277813362026055
BT@2022-06,강남구|개포동|래미안블레스티지|99.99,BAR,17474.548747872475,0.041374503709655695
BT@2022-06,강남구|개포동|래미안블레스티지|99.99,BAR-X,18236.789175933154,0.04359563539934876
BT@2024-06,강남구|대치동|래미안대치팰리스|114.14,RandomWalk,24087.514054657982,0.04392764857881197
BT@2024-06,강남구|대치동|래미안대치팰리스|114.14,SeasonalNaive,37277.11541057492,0.07407407407407378
BT@2024-06,강남구|대치동|래미안대치팰리스|114.14,AR,12285.259442863011,0.023216995143021075
BT@2024-06,강남구|대치동|래미안대치팰리스|114.14,BAR,16589.298870830487,0.031168365402365637
BT@2024-06,강남구|대치동|래미안대치팰리스|114.14,BAR-X,18101.2253346232,0.03380431410994945
BT@2023-06,강남구|대치동|래미안대치팰리스|114.14,RandomWalk,2041.2414523194338,0.001890359168242626
BT@2023-06,강남구|대치동|래미안대치팰리스|114.14,SeasonalNaive,2041.2414523194338,0.001890359168242626
BT@2023-06,강남구|대치동|래미안대치팰리스|114.14,AR,5256.08458235537,0.010561423299799384
BT@2023-06,강남구|대치동|래미안대치팰리스|114.14,BAR,6284.056533074235,0.012778393910997653
